,Type,Clean,label
240,Subtraction,helen the hippo and her friends are preparing for thanksgiving at helens house helen baked chocolate chip cookies and raisin cookies yesterday and she baked raisin cookies and chocolate chip cookies this morning how many more raisin cookies did helen bake yesterday compared to today,1
236,Addition,helen the hippo and her friends are preparing for thanksgiving at helens house helen baked chocolate chip cookies and raisin cookies yesterday and she baked raisin cookies and chocolate chip cookies this morning how many raisin cookies did helen bake,2
726,Addition,helen the hippo and her friends are preparing for thanksgiving at helens house helen baked chocolate chip cookies yesterday and raisin cookies and chocolate chip cookies this morning how many chocolate chip cookies did helen bake,2
121,Subtraction,helen the hippo and her friends are preparing for thanksgiving at helens house helen baked chocolate chip cookies yesterday and raisin cookies and chocolate chip cookies this morning how many more chocolate chip cookies than raisin cakes did helen bake,1
228,Addition,helen the hippo and her friends are preparing for thanksgiving at helens house helen baked cookies yesterday cookies this morning and cookies the day before yesterday how many cookies did helen bake till last night,2
159,Division,henry wants to split a collection of crayons into groups of henry has crayons how many groups will be created,3
429,Multiplication,how many cookies would you have if you had bags of cookies with cookies in each bag,0
430,Multiplication,how much would pieces of bubble gum cost if each piece costs cents,0
528,Multiplication,i have a pet golden retriever each year he gains pounds he is years old how many pounds does he weigh,0
461,Division,i have cents to buy candy if each gumdrop costs cents how many gumdrops can i buy,3
540,Division,i have cents to buy candy if each piece of bulk candy costs cents how many gumdrops can i buy,3
471,Division,i have pencils if i put pencils in each pencil box how many pencil boxes will i fill,3
